Account,Date,Channel,Units,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,24:00
0724288019,1/3/2016,230083235 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/3/2016,O'Hare Airport Temp. Fahren,Fahren,24.800000,24.800000,24.800000,24.800000,23.000000,23.000000,23.000000,23.000000,23.000000,23.000000,23.000000,23.000000,24.800000,24.800000,26.600000,26.600000,26.600000,26.600000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,26.600000,26.600000,26.600000,26.600000,26.600000,26.600000,26.600000,26.600000,26.600000,26.600000,26.600000,26.600000
0724288019,1/3/2016,O'Hare Airport Temp. RH,RH,73.610000,73.610000,73.610000,73.610000,79.390000,79.390000,79.390000,79.390000,79.390000,79.390000,79.390000,79.390000,73.610000,73.610000,73.800000,73.800000,73.800000,73.800000,73.990000,73.990000,73.990000,73.990000,68.510000,68.510000,68.510000,68.510000,68.510000,68.510000,68.510000,68.510000,68.510000,68.510000,68.510000,68.510000,68.510000,68.510000,68.290000,68.290000,68.290000,68.290000,68.290000,68.290000,73.800000,73.800000,73.800000,73.800000,68.290000,68.290000
0724288019,1/4/2016,141501550 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/4/2016,141654340 1,kWh,71.280000,72.000000,74.880000,74.160000,75.600000,77.040000,75.600000,77.760000,77.760000,77.040000,77.760000,77.760000,76.320000,75.600000,77.040000,77.760000,77.760000,72.720000,64.800000,65.520000,70.560000,68.400000,66.240000,68.400000,68.400000,66.960000,67.680000,65.520000,66.240000,63.360000,60.480000,61.920000,68.400000,69.120000,69.120000,69.840000,70.560000,70.560000,72.720000,72.000000,72.720000,71.280000,72.000000,71.280000,71.280000,71.280000,66.240000,71.280000
0724288019,1/4/2016,141654341 1,kWh,4.824000,4.896000,5.112000,5.112000,4.752000,4.824000,4.896000,4.752000,4.824000,4.968000,6.192000,6.192000,6.984000,9.000000,12.024000,10.080000,10.584000,13.968000,19.800000,18.648000,17.712000,18.288000,17.064000,18.360000,16.848000,16.416000,17.136000,16.416000,15.264000,15.120000,14.688000,13.608000,11.376000,10.224000,8.208000,7.920000,7.848000,7.560000,7.632000,7.848000,7.416000,7.704000,7.056000,5.544000,5.616000,5.544000,5.616000,5.400000
0724288019,1/4/2016,145019813 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/4/2016,230079804 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/4/2016,230083235 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/4/2016,O'Hare Airport Temp. Fahren,Fahren,24.800000,24.800000,24.800000,24.800000,24.800000,24.800000,24.800000,24.800000,26.600000,26.600000,26.600000,26.600000,24.800000,24.800000,24.800000,24.800000,26.600000,26.600000,26.600000,26.600000,28.400000,28.400000,28.400000,28.400000,30.200000,30.200000,30.200000,30.200000,30.200000,30.200000,30.200000,30.200000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,26.600000,26.600000,24.800000,24.800000
